GenomeID	Assembly	Organism_Name	Domain	Phylum	Tandem_repeat_percentage
GCF_003945345	GCA_003945345.1	Paenibacillus baekrokdamisoli	Bacteria	Terrabacteria group	2.302041
GCF_003945365	GCA_003945365.1	Phascolarctobacterium faecium	Bacteria	Terrabacteria group	1.780944
GCF_003945385	GCA_003945385.1	Pseudonocardia autotrophica	Bacteria	Terrabacteria group	1.132976
GCF_003952225	GCA_003952225.1	Paenibacillus albus	Bacteria	Terrabacteria group	1.925699
GCF_003952265	GCA_003952265.1	Flaviflexus salsibiostraticola	Bacteria	Terrabacteria group	1.516464
GCF_003952345	GCA_003952345.1	Iodobacter ciconiae	Bacteria	Proteobacteria	1.050031
GCF_003952725	GCA_003952725.1	Georhizobium profundi	Bacteria	Proteobacteria	1.009355
GCF_003955715	GCA_003955715.1	Streptomyces aquilus	Bacteria	Terrabacteria group	1.872659
GCF_003955735	GCA_003955735.1	Undibacterium parvum	Bacteria	Proteobacteria	1.508621
GCF_003955755	GCA_003955755.1	Jeotgalibaca ciconiae	Bacteria	Terrabacteria group	1.21812
GCF_003956085	GCA_003956085.1	Acidipropionibacterium acidipropionici	Bacteria	Terrabacteria group	0.5642633
GCF_003957745	GCA_003957745.1	Shewanella khirikhana	Bacteria	Proteobacteria	1.727914
GCF_003963515	GCA_003963515.1	Brevibacillus marinus	Bacteria	Terrabacteria group	1.043096
GCF_003963535	GCA_003963535.1	Streptomyces cyaneochromogenes	Bacteria	Terrabacteria group	2.0583
GCF_003963555	GCA_003963555.1	Streptococcus periodonticum	Bacteria	Terrabacteria group	1.604585
GCF_003966335	GCA_003966335.1	Nonlabens ponticola	Bacteria	FCB group	1.742835
GCF_003966625	GCA_003966625.1	Staphylococcus caprae	Bacteria	Terrabacteria group	1.049538
GCF_003966655	GCA_003966655.1	Acidithiobacillus ferridurans	Bacteria	Proteobacteria	1.068757
GCF_003966715	GCA_003966715.1	Blastochloris tepida	Bacteria	Proteobacteria	1.289768
GCF_003966735	GCA_003966735.1	Desulfovibrio ferrophilus	Bacteria	Proteobacteria	2.085852
GCF_003966755	GCA_003966755.1	Candidatus Rickettsiella viridis	Bacteria	Proteobacteria	2.543007
GCF_003966895	GCA_003966895.1	Methylomusa anaerophila	Bacteria	Terrabacteria group	1.812764
GCF_003966915	GCA_003966915.1	Mycoavidus cysteinexigens	Bacteria	Proteobacteria	6.255666
GCF_003966955	GCA_003966955.1	Parolsenella catena	Bacteria	Terrabacteria group	1.51715
GCF_003966975	GCA_003966975.1	Pelolinea submarina	Bacteria	Terrabacteria group	2.217075
GCF_003967035	GCA_003967035.1	Aerosticca soli	Bacteria	Proteobacteria	1.091618
GCF_003967075	GCA_003967075.1	Sphingobium amiense	Bacteria	Proteobacteria	0.6508079
GCF_003967195	GCA_003967195.1	Sulfuriflexus mobilis	Bacteria	Proteobacteria	1.635514
GCF_003967275	GCA_003967275.1	Sulfuritortus calidifontis	Bacteria	Proteobacteria	1.292776
GCF_003970675	GCA_003970675.1	Flammeovirga pectinis	Bacteria	FCB group	3.538249
GCF_003970735	GCA_003970735.1	Silicimonas algicola	Bacteria	Proteobacteria	0.9676658
GCF_003971195	GCA_003971195.1	Flaviflexus ciconiae	Bacteria	Terrabacteria group	1.938475
GCF_003990335	GCA_003990335.1	Rheinheimera mangrovi	Bacteria	Proteobacteria	1.367781
GCF_003991135	GCA_003991135.1	Anoxybacter fermentans	Bacteria	Terrabacteria group	2.249755
GCF_003991425	GCA_003991425.1	Paenibacillus lutimineralis	Bacteria	Terrabacteria group	1.596126
GCF_003991565	GCA_003991565.1	Butyricimonas faecalis	Bacteria	FCB group	1.301205
GCF_003991875	GCA_003991875.1	Microbacterium lemovicicum	Bacteria	Terrabacteria group	1.678583
GCF_003991975	GCA_003991975.1	Entomomonas moraniae	Bacteria	Proteobacteria	1.699434
GCF_003992745	GCA_003992745.1	Pectobacterium parmentieri	Bacteria	Proteobacteria	1.074807
GCF_003994395	GCA_003994395.1	Streptomyces griseoviridis	Bacteria	Terrabacteria group	1.612903
GCF_003999255	GCA_003999255.1	Caldicellulosiruptor changbaiensis	Bacteria	Terrabacteria group	1.468373
GCF_003999335	GCA_003999335.1	Brevibacterium linens	Bacteria	Terrabacteria group	0.8320493
GCF_003999355	GCA_003999355.1	Lactobacillus amylolyticus	Bacteria	Terrabacteria group	0.6101695
GCF_004000605	GCA_004000605.1	Glycocaulis alkaliphilus	Bacteria	Proteobacteria	1.382488
GCF_004001245	GCA_004001245.1	Sulfurivermis fontis	Bacteria	Proteobacteria	1.704728
GCF_004001325	GCA_004001325.1	Thiomicrorhabdus aquaedulcis	Bacteria	Proteobacteria	1.345291
GCF_004006175	GCA_004006175.1	Parasedimentitalea marina	Bacteria	Proteobacteria	1.05763
GCF_004006435	GCA_004006435.1	Bacillus halotolerans	Bacteria	Terrabacteria group	1.170319
GCF_004008295	GCA_004008295.1	Bordetella parapertussis	Bacteria	Proteobacteria	1.191043
GCF_004008975	GCA_004008975.1	Bordetella pertussis	Bacteria	Proteobacteria	1.092896
GCF_004010955	GCA_004010955.1	Actinomyces wuliandei	Bacteria	Terrabacteria group	1.214405
GCF_004011095	GCA_004011095.1	Rathayibacter rathayi	Bacteria	Terrabacteria group	1.342282
GCF_004011115	GCA_004011115.1	Rathayibacter iranicus	Bacteria	Terrabacteria group	1.277432
GCF_004011905	GCA_004011905.1	Gordonia alkanivorans	Bacteria	Terrabacteria group	0.9541541
GCF_004014775	GCA_004014775.2	Acetobacter oryzoeni	Bacteria	Proteobacteria	1.074884
GCF_004014855	GCA_004014855.1	Apibacter raozihei	Bacteria	FCB group	1.671891
GCF_004015185	GCA_004015185.1	Clostridium manihotivorum	Bacteria	Terrabacteria group	1.785382
GCF_004022565	GCA_004022565.1	Pusillimonas thiosulfatoxidans	Bacteria	Proteobacteria	0.8226691
GCF_004028015	GCA_004028015.1	Mycobacteroides abscessus	Bacteria	Terrabacteria group	0.8961303
GCF_004028235	GCA_004028235.1	Leucobacter muris	Bacteria	Terrabacteria group	1.380042
GCF_004028275	GCA_004028275.1	Hydrogenovibrio thermophilus	Bacteria	Proteobacteria	1.755119
GCF_004087835	GCA_004087835.1	Halorussus pelagicus	Archaea	Euryarchaeota	1.788856
GCF_004087915	GCA_004087915.1	Geovibrio thiophilus	Bacteria	Deferribacteres	1.728024
GCF_004089895	GCA_004089895.1	Kosakonia cowanii	Bacteria	Proteobacteria	1.017992
GCF_004101785	GCA_004101785.1	Gudongella oleilytica	Bacteria	Terrabacteria group	1.489758
GCF_004101845	GCA_004101845.1	Latilactobacillus curvatus JCM 1096 = DSM 20019	Bacteria	Terrabacteria group	1.06264
GCF_004102025	GCA_004102025.1	Actinomyces qiguomingii	Bacteria	Terrabacteria group	1.175723
GCF_004102045	GCA_004102045.2	Oenococcus sicerae	Bacteria	Terrabacteria group	1.048089
GCF_004102945	GCA_004102945.1	Candidatus Velamenicoccus archaeovorus	Bacteria	PVC group	1.317957
GCF_004103615	GCA_004103615.1	Bacillus glycinifermentans	Bacteria	Terrabacteria group	1.0506
GCF_004103735	GCA_004103735.1	Aminipila luticellarii	Bacteria	Terrabacteria group	1.230012
GCF_004114895	GCA_004114895.1	Corynebacterium pelargi	Bacteria	Terrabacteria group	1.341639
GCF_004114915	GCA_004114915.1	Bradyrhizobium guangxiense	Bacteria	Proteobacteria	1.369128
GCF_004114935	GCA_004114935.1	Bradyrhizobium zhanjiangense	Bacteria	Proteobacteria	1.165473
GCF_004114955	GCA_004114955.1	Bradyrhizobium guangzhouense	Bacteria	Proteobacteria	1.217368
GCF_004114975	GCA_004114975.1	Bradyrhizobium guangdongense	Bacteria	Proteobacteria	1.227154
GCF_004116975	GCA_004116975.1	Proteus hauseri	Bacteria	Proteobacteria	1.288433
GCF_004117055	GCA_004117055.1	Brevibacillus agri	Bacteria	Terrabacteria group	1.259139
GCF_004117095	GCA_004117095.1	Paenibacillus chitinolyticus	Bacteria	Terrabacteria group	1.949078
GCF_004124235	GCA_004124235.1	Yersinia hibernica	Bacteria	Proteobacteria	1.051877
GCF_004124255	GCA_004124255.1	Candidatus Pseudomonas adelgestsugas	Bacteria	Proteobacteria	0.9756098
GCF_004124315	GCA_004124315.2	Bacillus cabrialesii	Bacteria	Terrabacteria group	1.157815
GCF_004126515	GCA_004126515.1	Halorubrum ezzemoulense	Archaea	Euryarchaeota	1.974814
GCF_004135285	GCA_004135285.1	Microbacterium protaetiae	Bacteria	Terrabacteria group	1.675978
GCF_004135345	GCA_004135345.1	Xylanimonas allomyrinae	Bacteria	Terrabacteria group	1.128881
GCF_004135365	GCA_004135365.1	Paenibacillus protaetiae	Bacteria	Terrabacteria group	1.808219
GCF_004135385	GCA_004135385.1	Xylanimonas protaetiae	Bacteria	Terrabacteria group	1.316577
GCF_004135405	GCA_004135405.1	Agromyces protaetiae	Bacteria	Terrabacteria group	1.703314
GCF_004135935	GCA_004135935.1	Methylovirgula ligni	Bacteria	Proteobacteria	1.525262
GCF_004135975	GCA_004135975.1	Solidesulfovibrio carbinolicus	Bacteria	Proteobacteria	1.701603
GCF_004139715	GCA_004139715.1	Muriicola soli	Bacteria	FCB group	2.006816
GCF_004168365	GCA_004168365.1	Pseudolysobacter antarcticus	Bacteria	Proteobacteria	3.409972
GCF_004208415	GCA_004208415.1	Ktedonosporobacter rubrisoli	Bacteria	Terrabacteria group	2.426564
GCF_004208635	GCA_004208635.1	Leucobacter triazinivorans	Bacteria	Terrabacteria group	1.422899
GCF_004210255	GCA_004210255.1	Blautia producta	Bacteria	Terrabacteria group	1.870873
GCF_004214795	GCA_004214795.1	Malaciobacter pacificus	Bacteria	Proteobacteria	1.621835
GCF_004214895	GCA_004214895.1	Pseudomonas tructae	Bacteria	Proteobacteria	1.146925
GCF_004216495	GCA_004216495.1	Mycoplasmopsis phocirhinis	Bacteria	Terrabacteria group	1.181684
GCF_004291115	GCA_004291115.2	Staphylococcus saccharolyticus	Bacteria	Terrabacteria group	0.6047279
GCF_004293625	GCA_004293625.1	Thiomicrorhabdus indica	Bacteria	Proteobacteria	1.760268
GCF_004295345	GCA_004295345.1	Shewanella maritima	Bacteria	Proteobacteria	1.581444
GCF_004295585	GCA_004295585.1	Cohnella abietis	Bacteria	Terrabacteria group	3.552787
GCF_004295645	GCA_004295645.1	Jinshanibacter zhutongyuii	Bacteria	Proteobacteria	1.859399
GCF_004295665	GCA_004295665.1	Litorilituus sediminis	Bacteria	Proteobacteria	1.642036
GCF_004296475	GCA_004296475.1	endosymbiont of Sipalinus gigas	Bacteria	Proteobacteria	0.8849558
GCF_004296535	GCA_004296535.1	endosymbiont of Euscepes postfasciatus	Bacteria	Proteobacteria	0.4807692
GCF_004299785	GCA_004299785.2	[Arcobacter] porcinus	Bacteria	Proteobacteria	1.05
GCF_004300825	GCA_004300825.1	Egicoccus halophilus	Bacteria	Terrabacteria group	2.079122
GCF_004322755	GCA_004322755.1	Massilia albidiflava	Bacteria	Proteobacteria	1.713062
GCF_004322855	GCA_004322855.1	Egibacter rhizosphaerae	Bacteria	Terrabacteria group	1.988566
GCF_004323735	GCA_004323735.1	Streptomonospora litoralis	Bacteria	Terrabacteria group	1.174289
GCF_004328535	GCA_004328535.1	Kocuria indica	Bacteria	Terrabacteria group	0.8371704
GCF_004328555	GCA_004328555.1	Haematobacter massiliensis	Bacteria	Proteobacteria	0.8613939
GCF_004328625	GCA_004328625.1	Streptomyces seoulensis	Bacteria	Terrabacteria group	1.741294
GCF_004328865	GCA_004328865.1	Pseudoalteromonas carrageenovora	Bacteria	Proteobacteria	1.150895
GCF_004331955	GCA_004331955.1	Roseitalea porphyridii	Bacteria	Proteobacteria	0.7680945
GCF_004337635	GCA_004337635.1	Myroides odoratimimus	Bacteria	FCB group	1.078717
GCF_004347775	GCA_004347775.1	Pseudocnuella soli	Bacteria	FCB group	2.237478
GCF_004348195	GCA_004348195.1	Komagataeibacter saccharivorans	Bacteria	Proteobacteria	0.6129329
GCF_004353525	GCA_004353525.2	Zhaonella formicivorans	Bacteria	Terrabacteria group	1.600534
GCF_004353845	GCA_004353845.1	Citrobacter arsenatis	Bacteria	Proteobacteria	1.035323
GCF_004353865	GCA_004353865.1	Hydrogenophaga pseudoflava	Bacteria	Proteobacteria	0.8754651
GCF_004355185	GCA_004355185.1	Hymenobacter radiodurans	Bacteria	FCB group	1.591896
GCF_004355225	GCA_004355225.1	Flavobacterium nackdongense	Bacteria	FCB group	2.22094
GCF_004358325	GCA_004358325.1	Periweissella cryptocerci	Bacteria	Terrabacteria group	2.356122
GCF_004358345	GCA_004358345.1	Parashewanella spongiae	Bacteria	Proteobacteria	3.366093
GCF_004358425	GCA_004358425.1	Qipengyuania sediminis	Bacteria	Proteobacteria	0.5721831
GCF_004358445	GCA_004358445.1	Parashewanella tropica	Bacteria	Proteobacteria	1.336303
GCF_004359195	GCA_004359195.1	Chryseobacterium salivictor	Bacteria	FCB group	0.9691314
GCF_004359355	GCA_004359355.1	Bradyrhizobium diazoefficiens	Bacteria	Proteobacteria	1.490108
GCF_004359375	GCA_004359375.1	Acetilactobacillus jinshanensis	Bacteria	Terrabacteria group	0.8707301
GCF_004367585	GCA_004367585.1	Paenisporosarcina antarctica	Bacteria	Terrabacteria group	1.419427
GCF_004367745	GCA_004367745.1	Herbaspirillum huttiense	Bacteria	Proteobacteria	1.055623
GCF_004379295	GCA_004379295.1	Sporosarcina pasteurii	Bacteria	Terrabacteria group	1.001001
GCF_004379335	GCA_004379335.1	Spiroplasma gladiatoris	Bacteria	Terrabacteria group	0.6018054
GCF_004421005	GCA_004421005.1	Massilia plicata	Bacteria	Proteobacteria	1.287467
GCF_004421025	GCA_004421025.1	Sphingobacterium psychroaquaticum	Bacteria	FCB group	1.698273
GCF_004421105	GCA_004421105.1	Nitrosococcus wardiae	Bacteria	Proteobacteria	1.66205
GCF_004526345	GCA_004526345.1	Ornithinimicrobium flavum	Bacteria	Terrabacteria group	1.558603
GCF_004551575	GCA_004551575.1	Stenotrophomonas indicatrix	Bacteria	Proteobacteria	1.296795
GCF_004564075	GCA_004564075.1	Microbacterium sediminis	Bacteria	Terrabacteria group	1.504035
GCF_004564355	GCA_004564355.1	Microbacterium wangchenii	Bacteria	Terrabacteria group	0.9660502
GCF_004564375	GCA_004564375.1	Nocardioides euryhalodurans	Bacteria	Terrabacteria group	1.249675
GCF_004571195	GCA_004571195.1	Legionella geestiana	Bacteria	Proteobacteria	2.317446
GCF_004683865	GCA_004683865.2	Paracoccus liaowanqingii	Bacteria	Proteobacteria	1.46052
GCF_004683965	GCA_004683965.1	Nocardioides seonyuensis	Bacteria	Terrabacteria group	1.337256
GCF_004684345	GCA_004684345.1	Citrobacter tructae	Bacteria	Proteobacteria	0.8266309
GCF_004768525	GCA_004768525.1	Arsenophonus nasoniae	Bacteria	Proteobacteria	1.041884
GCF_004768745	GCA_004768745.1	Serratia nematodiphila	Bacteria	Proteobacteria	1.146311
GCF_004771075	GCA_004771075.1	Weissella confusa	Bacteria	Terrabacteria group	1.697531
GCF_004785625	GCA_004785625.2	Planococcus halotolerans	Bacteria	Terrabacteria group	1.46225
GCF_004786015	GCA_004786015.1	Hydrogenovibrio crunogenus	Bacteria	Proteobacteria	1.279788
GCF_004786035	GCA_004786035.1	Pseudomonas viciae	Bacteria	Proteobacteria	1.558123
GCF_004792415	GCA_004792415.1	Pantoea vagans	Bacteria	Proteobacteria	1.150235
GCF_004792515	GCA_004792515.1	Vagococcus xieshaowenii	Bacteria	Terrabacteria group	1.433882
GCF_004795735	GCA_004795735.1	Corynebacterium endometrii	Bacteria	Terrabacteria group	1.338432
GCF_004795975	GCA_004795975.1	Wolbachia endosymbiont of Drosophila mauritiana	Bacteria	Proteobacteria	4.950495
GCF_004797125	GCA_004797125.1	Flavobacterium sangjuense	Bacteria	FCB group	3.059273
GCF_004798665	GCA_004798665.1	Actinomyces procaprae	Bacteria	Terrabacteria group	1.325215
GCF_004798685	GCA_004798685.1	Cellulomonas shaoxiangyii	Bacteria	Terrabacteria group	1.928292
GCF_004798725	GCA_004798725.1	Cupriavidus necator H16	Bacteria	Proteobacteria	0.8402078
GCF_004799605	GCA_004799605.1	Halobacterium salinarum	Archaea	Euryarchaeota	1.91446
GCF_004799645	GCA_004799645.1	Natronorubrum bangense	Archaea	Euryarchaeota	2.08031
GCF_004802635	GCA_004802635.2	Methylocystis heyeri	Bacteria	Proteobacteria	1.923077
GCF_004803795	GCA_004803795.1	Campylobacter rectus	Bacteria	Proteobacteria	1.605408
GCF_004803815	GCA_004803815.1	Campylobacter showae	Bacteria	Proteobacteria	1.3
GCF_004803875	GCA_004803875.1	Tenacibaculum maritimum	Bacteria	FCB group	2.146376
GCF_004803895	GCA_004803895.1	Streptomyces hawaiiensis	Bacteria	Terrabacteria group	1.600106
GCF_004843545	GCA_004843545.1	Streptococcus pasteurianus	Bacteria	Terrabacteria group	1.096163
GCF_004851605	GCA_004851605.1	Hydrocarboniclastica marina	Bacteria	Proteobacteria	1.444846
GCF_004924335	GCA_004924335.1	Mycobacteroides salmoniphilum	Bacteria	Terrabacteria group	0.7643885
GCF_005083985	GCA_005083985.2	Caminibacter pacificus	Bacteria	Proteobacteria	1.138716
GCF_005116655	GCA_005116655.2	Desulfosediminicola flagellatus	Bacteria	Proteobacteria	2.237391
GCF_005116675	GCA_005116675.2	Desulfosediminicola ganghwensis	Bacteria	Proteobacteria	1.224044
GCF_005121165	GCA_005121165.3	Dysosmobacter welbionis	Bacteria	Terrabacteria group	1.219158
GCF_005144635	GCA_005144635.2	Polyangium aurulentum	Bacteria	Proteobacteria	5.256369
GCF_005144885	GCA_005144885.1	Phreatobacter stygius	Bacteria	Proteobacteria	1.353937
GCF_005144905	GCA_005144905.1	Vibrio cyclitrophicus	Bacteria	Proteobacteria	1.521892
GCF_005144965	GCA_005144965.1	Hankyongella ginsenosidimutans	Bacteria	Proteobacteria	0.9858551
GCF_005145005	GCA_005145005.1	Vagococcus zengguangii	Bacteria	Terrabacteria group	1.494845
GCF_005155025	GCA_005155025.1	Aquitalea aquatilis	Bacteria	Proteobacteria	1.291322
GCF_005166025	GCA_005166025.1	Mangrovivirga cuniculi	Bacteria	FCB group	2.325581
GCF_005221285	GCA_005221285.1	Neisseria flavescens	Bacteria	Proteobacteria	1.392891
GCF_005221305	GCA_005221305.1	Neisseria subflava	Bacteria	Proteobacteria	1.925025
GCF_005222125	GCA_005222125.1	Spiroplasma melliferum	Bacteria	Terrabacteria group	0.8583691
GCF_005222225	GCA_005222225.1	Salinimonas lutimaris	Bacteria	Proteobacteria	1.368691
GCF_005222525	GCA_005222525.1	Metallosphaera prunae	Archaea	TACK group	1.321962
GCF_005234135	GCA_005234135.1	Pseudorhodobacter turbinis	Bacteria	Proteobacteria	1.113173
GCF_005280275	GCA_005280275.1	Salinivibrio kushneri	Bacteria	Proteobacteria	1.081446
GCF_005280315	GCA_005280315.1	Massilia umbonata	Bacteria	Proteobacteria	1.523092
GCF_005280655	GCA_005280655.1	Anaerostipes rhamnosivorans	Bacteria	Terrabacteria group	1.495601
GCF_005281455	GCA_005281455.1	Acinetobacter nosocomialis M2	Bacteria	Proteobacteria	1.273148
GCF_005281475	GCA_005281475.1	Echinicola rosea	Bacteria	FCB group	1.691649
GCF_005377625	GCA_005377625.1	Desulfoglaeba alkanexedens ALDC	Bacteria	Proteobacteria	1.275691
GCF_005406325	GCA_005406325.1	Haloferax mediterranei ATCC 33500	Archaea	Euryarchaeota	2.117522
GCF_005473905	GCA_005473905.2	Ruminiclostridium herbifermentans	Bacteria	Terrabacteria group	2.651722
GCF_005484945	GCA_005484945.1	Brenneria rubrifaciens	Bacteria	Proteobacteria	1.224246
GCF_005484965	GCA_005484965.1	Brenneria nigrifluens DSM 30175 = ATCC 13028	Bacteria	Proteobacteria	0.9758364
GCF_005577435	GCA_005577435.1	Paenibacillus algicola	Bacteria	Terrabacteria group	1.678357
GCF_005601135	GCA_005601135.1	Ruminococcus bovis	Bacteria	Terrabacteria group	2.201835
GCF_005670685	GCA_005670685.2	Mycolicibacterium mucogenicum DSM 44124	Bacteria	Terrabacteria group	1.165826
GCF_005671395	GCA_005671395.1	Jejubacter calystegiae	Bacteria	Proteobacteria	1.138561
GCF_005697565	GCA_005697565.1	Candidatus Nanosynbacter featherlites	Bacteria	Bacteria incertae sedis	1.069519
GCF_005843985	GCA_005843985.1	Caminibacter mediatlanticus TB-2	Bacteria	Proteobacteria	1.170275
GCF_005845345	GCA_005845345.1	Rhodoluna limnophila	Bacteria	Terrabacteria group	1.224178
GCF_005849285	GCA_005849285.1	Luteithermobacter gelatinilyticus	Bacteria	Proteobacteria	1.301599
GCF_005860795	GCA_005860795.2	Peteryoungia desertarenae	Bacteria	Proteobacteria	0.9497626
GCF_005862185	GCA_005862185.2	Rhizobium hidalgonense	Bacteria	Proteobacteria	0.8683068
GCF_005862305	GCA_005862305.2	Rhizobium indicum	Bacteria	Proteobacteria	0.9699044
GCF_005877035	GCA_005877035.1	Pseudoalteromonas distincta	Bacteria	Proteobacteria	1.189245
GCF_005885815	GCA_005885815.1	Thiomicrorhabdus sediminis	Bacteria	Proteobacteria	1.265823
GCF_005886075	GCA_005886075.1	Lactobacillus paragasseri JV-V03	Bacteria	Terrabacteria group	1.175842
GCF_005886435	GCA_005886435.1	Schaalia cardiffensis F0333	Bacteria	Terrabacteria group	2.202899
GCF_005886755	GCA_005886755.1	Thermoactinomyces vulgaris	Bacteria	Terrabacteria group	0.855033
GCF_005887635	GCA_005887635.2	Paroceanicella profunda	Bacteria	Proteobacteria	1.243834
GCF_005890135	GCA_005890135.1	Acidipropionibacterium jensenii	Bacteria	Terrabacteria group	0.8333333
GCF_005890195	GCA_005890195.1	Natrinema pallidum	Archaea	Euryarchaeota	1.884731
GCF_005931095	GCA_005931095.1	Methylotuvimicrobium buryatense	Bacteria	Proteobacteria	2.114581
GCF_005943945	GCA_005943945.1	Aggregatimonas sangjinii	Bacteria	FCB group	3.367609
GCF_005952805	GCA_005952805.1	Inhella inkyongensis	Bacteria	Proteobacteria	1.098312
GCF_005960665	GCA_005960665.1	Exiguobacterium mexicanum	Bacteria	Terrabacteria group	1.201201
GCF_006007945	GCA_006007945.1	Companilactobacillus futsaii	Bacteria	Terrabacteria group	1.074841
GCF_006094275	GCA_006094275.1	Glutamicibacter creatinolyticus	Bacteria	Terrabacteria group	1.01257
GCF_006094375	GCA_006094375.1	Staphylococcus epidermidis	Bacteria	Terrabacteria group	0.9506564
GCF_006094475	GCA_006094475.1	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499	Bacteria	Terrabacteria group	1.11025
GCF_006151905	GCA_006151905.1	Lacticaseibacillus rhamnosus	Bacteria	Terrabacteria group	1.104762
GCF_006159205	GCA_006159205.1	Antarcticibacterium flavum	Bacteria	FCB group	1.533495
GCF_006228185	GCA_006228185.1	Mycoplasma nasistruthionis	Bacteria	Terrabacteria group	2.188552
GCF_006228385	GCA_006228385.1	Salinimonas iocasae	Bacteria	Proteobacteria	1.348748
GCF_006274405	GCA_006274405.1	Paenibacillus polymyxa	Bacteria	Terrabacteria group	1.397739
GCF_006274605	GCA_006274605.1	Thermococcus indicus	Archaea	Euryarchaeota	1.754386
GCF_006337065	GCA_006337065.1	Agromyces laixinhei	Bacteria	Terrabacteria group	1.319176
GCF_006337085	GCA_006337085.1	Sutterella faecalis	Bacteria	Proteobacteria	1.037775
GCF_006337105	GCA_006337105.1	Thermomonas aquatica	Bacteria	Proteobacteria	1.199564
GCF_006337125	GCA_006337125.1	Serinicoccus chungangensis	Bacteria	Terrabacteria group	1.733911
GCF_006337165	GCA_006337165.1	Hymenobacter jejuensis	Bacteria	FCB group	1.954633
GCF_006349365	GCA_006349365.1	Georgenia wutianyii	Bacteria	Terrabacteria group	2.550153
GCF_006351925	GCA_006351925.1	Clostridium thermarum	Bacteria	Terrabacteria group	1.768585
GCF_006352065	GCA_006352065.1	Georgenia yuyongxinii	Bacteria	Terrabacteria group	1.326333
GCF_006364355	GCA_006364355.1	Vibrio furnissii	Bacteria	Proteobacteria	1.034405
GCF_006378125	GCA_006378125.1	Herbaspirillum seropedicae	Bacteria	Proteobacteria	1.055807
GCF_006385135	GCA_006385135.1	Paremcibacter congregatus	Bacteria	Proteobacteria	1.189465
GCF_006385555	GCA_006385555.1	Shewanella polaris	Bacteria	Proteobacteria	1.144939
GCF_006385595	GCA_006385595.1	Luteibacter pinisoli	Bacteria	Proteobacteria	1.105651
GCF_006459125	GCA_006459125.1	Halarcobacter anaerophilus	Bacteria	Proteobacteria	1.470085
GCF_006494775	GCA_006494775.1	Nocardioides humi	Bacteria	Terrabacteria group	1.366025
GCF_006494815	GCA_006494815.1	Nocardioides sambongensis	Bacteria	Terrabacteria group	1.228994
GCF_006517255	GCA_006517255.1	Janthinobacterium tructae	Bacteria	Proteobacteria	1.518237
GCF_006542275	GCA_006542275.1	Saccharibacillus brassicae	Bacteria	Terrabacteria group	1.867082
GCF_006542295	GCA_006542295.1	Wolbachia endosymbiont of Carposina sasakii	Bacteria	Proteobacteria	3.720577
GCF_006542335	GCA_006542335.1	Neokomagataea tanensis	Bacteria	Proteobacteria	0.8170676
GCF_006542355	GCA_006542355.1	Swingsia samuiensis	Bacteria	Proteobacteria	0.9639777
GCF_006542645	GCA_006542645.1	Alistipes onderdonkii subsp. vulgaris	Bacteria	FCB group	1.804303
GCF_006542665	GCA_006542665.1	Alistipes communis	Bacteria	FCB group	2.006056
GCF_006542685	GCA_006542685.1	Alistipes dispar	Bacteria	FCB group	1.373855
GCF_006547045	GCA_006547045.1	Lysobacter alkalisoli	Bacteria	Proteobacteria	1.611404
GCF_006575665	GCA_006575665.1	Echinicola soli	Bacteria	FCB group	1.832461
GCF_006704205	GCA_006704205.1	Cytobacillus solani	Bacteria	Terrabacteria group	1.316052
GCF_006711645	GCA_006711645.1	Raoultella electrica	Bacteria	Proteobacteria	0.9139375
GCF_006716135	GCA_006716135.1	Streptomyces calvus	Bacteria	Terrabacteria group	1.946625
GCF_006740705	GCA_006740705.1	Salicibibacter halophilus	Bacteria	Terrabacteria group	1.16894
GCF_006740765	GCA_006740765.1	Leisingera aquaemixtae	Bacteria	Proteobacteria	1.287658
GCF_006742785	GCA_006742785.1	Nitrosomonas stercoris	Bacteria	Proteobacteria	1.198157
GCF_006770265	GCA_006770265.1	Lactococcus carnosus	Bacteria	Terrabacteria group	1.102757
GCF_006770285	GCA_006770285.1	Lactococcus paracarnosus	Bacteria	Terrabacteria group	1.032864
GCF_006770325	GCA_006770325.1	Bordetella hinzii	Bacteria	Proteobacteria	1.029984
GCF_006874605	GCA_006874605.1	Bacteriovorax stolpii	Bacteria	Proteobacteria	1.243715
GCF_006874765	GCA_006874765.1	Leptospira weilii	Bacteria	Spirochaetes	2.258065
GCF_006965445	GCA_006965445.1	Lactococcus protaetiae	Bacteria	Terrabacteria group	1.525719
GCF_006965545	GCA_006965545.2	Paenalkalicoccus suaedae	Bacteria	Terrabacteria group	1.655716
GCF_006970865	GCA_006970865.1	Rhodoferax sediminis	Bacteria	Proteobacteria	0.7442322
GCF_006974105	GCA_006974105.1	Rhodoferax aquaticus	Bacteria	Proteobacteria	0.9564802
GCF_006974145	GCA_006974145.1	Changchengzhania lutea	Bacteria	FCB group	1.527778
GCF_007004545	GCA_007004545.3	Shewanella eurypsychrophilus	Bacteria	Proteobacteria	1.301154
GCF_007035645	GCA_007035645.1	Enterobacter asburiae	Bacteria	Proteobacteria	0.9103641
GCF_007164725	GCA_007164725.1	Dialister hominis	Bacteria	Terrabacteria group	1.136902
GCF_007197555	GCA_007197555.1	Shewanella psychropiezotolerans	Bacteria	Proteobacteria	1.644419
